date,account_value,reward,daily_return,daily_volatility,volatility,turbulence,window
2024-09-04,1000000.0,0.0,0.0,0.0,0.0,0.0,1
2024-09-05,975704.5540377601,,,0.0,0.29152758278741686,0.0003730832256837763,1
2024-09-06,933944.9892377602,,,0.0,0.18023732334448023,0.0009157587495934867,1
2024-09-07,940576.3364377603,,,0.0,0.1762710759948084,0.0001483220021424682,1
2024-09-08,948999.93963776,,,0.0,0.16300894432023205,0.0002310876766311391,1
2024-09-09,966922.4996377601,,,0.0,0.16487505222238683,0.0006483520409202939,1
2024-09-10,969252.43243776,,,0.0,0.15121540232945513,3.07117710325334e-05,1
2024-09-11,958498.8964377602,,,0.0,0.14713121916874955,0.00018031584602692778,1
2024-09-12,1008323.6132377601,,,0.0,0.16041814118636818,0.004903329848501981,1
2024-09-13,1026604.6244377601,,,0.0,0.16103366206457684,0.000498903188629866,1
2024-09-14,1067468.0612377604,,,0.0,0.167040649826177,0.0021849064213768383,1
2024-09-15,1022661.6612377601,,,0.0,0.17576778346079963,0.0025780180724935364,1
2024-09-16,1051337.7572377604,,,0.0,0.17896973192018223,0.0008864537472027724,1
2024-09-17,1046498.6660377601,,,0.0,0.17888463714944453,4.259504311516702e-05,1
2024-09-18,1048828.5988377603,,,0.0,0.16063648631428595,5.374591942993015e-07,1
2024-09-19,1051696.20843776,,,0.0,0.16038603897090728,1.4684895415072552e-05,1
2024-09-20,1048649.3732377603,,,0.0,0.15983878404321994,1.0991351138898833e-05,1
2024-09-21,1071052.57323776,,,0.0,0.1620647700965869,0.0006906420201056844,1
2024-09-22,1052233.88523776,,,0.0,0.16098981378076965,0.00044481888178091254,1
2024-09-23,1047932.4708377601,,,0.0,0.16094798228153986,1.3035788427862546e-05,1
2024-09-24,1059402.9092377601,,,0.0,0.15964546876447447,0.0002119797457888795,1
2024-09-25,1045064.86123776,,,0.0,0.1583598223642063,0.00025472824726308665,1
2024-09-26,1058327.55563776,,,0.0,0.15234303855467513,0.00023501248587165974,1
2024-09-27,1055280.72043776,,,0.0,0.15238703617780505,3.200063046077481e-05,1
2024-09-28,1100087.1204377604,,,0.0,0.1594478360373831,0.0026681642460378865,1
2024-09-29,1149194.93483776,,,0.0,0.1674733844167939,0.002476640980923082,1
2024-09-30,1095785.7060377602,,,0.0,0.1789547484684938,0.003388219694642227,1
2024-10-01,1069439.54283776,,,0.0,0.17623164505836786,0.0008315399211233767,1
2024-10-02,964771.7924377602,,,0.0,0.2109901705967285,0.012071754035315805,1
2024-10-04,1000000.0,0.0,0.0,0.0,0.0,0.0,2
2024-10-05,1000000.0,,,0.0,0.21360706031522844,4.627045371285403e-05,2
2024-10-06,1000000.0,,,0.0,0.20673791919905884,5.644282468609817e-05,2
2024-10-07,1000000.0,,,0.0,0.2070056020443228,9.676263619276704e-05,2
2024-10-08,1003170.4355210561,,,0.0,0.20679705742911975,1.2643753932035689e-05,2
2024-10-09,990862.3368563924,,,0.0,0.20600517594236925,0.00014037914845063486,2
2024-10-10,1002197.269307774,,,0.0,0.2065124229596922,0.00012298061948977896,2
2024-10-11,1017877.2591988521,,,0.0,0.20692854039265227,0.00021563746850590735,2
2024-10-12,1018821.8369031339,,,0.0,0.19617685066980253,4.2555918032002004e-08,2
2024-10-13,1005219.9179614759,,,0.0,0.19517281819843105,0.00014550304378000225,2
2024-10-14,1035824.2355802066,,,0.0,0.19229549076795954,0.0010168421423466902,2
2024-10-15,1023355.8098836865,,,0.0,0.18594365794473103,9.295998761811408e-05,2
2024-10-16,1035635.3200393501,,,0.0,0.182939451301813,0.00018939230335403143,2
2024-10-17,1027889.7828642393,,,0.0,0.18304223503462402,3.4187318519769144e-05,2
2024-10-18,1032423.7558447919,,,0.0,0.18314262368363476,4.487793005542316e-05,2
2024-10-19,1027700.867323383,,,0.0,0.18307132611777127,7.720821782477966e-06,2
2024-10-20,1035635.3200393501,,,0.0,0.183477724781659,0.00010690781180495836,2
2024-10-21,1029401.1071910902,,,0.0,0.18109601788872468,1.9337224687643204e-05,2
2024-10-22,1008620.3976968906,,,0.0,0.18146721087675394,0.0003413231427195701,2
2024-10-23,993318.2388875252,,,0.0,0.18211292581661834,0.0001703188067939544,2
2024-10-24,1005031.0024206196,,,0.0,0.18222058171866534,0.00024787576043330014,2
2024-10-25,948734.1712454238,,,0.0,0.19338010879335107,0.0030882747491863204,2
2024-10-26,969892.7118213363,,,0.0,0.19510923937646465,0.0007082076707913123,2
2024-10-27,976315.8402104527,,,0.0,0.19557165583327718,0.00011382007911062872,2
2024-10-28,981416.5598135744,,,0.0,0.18674773550481,8.035207962955988e-05,2
2024-10-29,998230.0429497906,,,0.0,0.1779587512098398,0.0005232201862450309,2
2024-10-30,987839.6882026908,,,0.0,0.17037291540689947,2.1650484384146723e-05,2
2024-10-31,962525.0057279381,,,0.0,0.17066808655003435,0.0005438539296363996,2
2024-11-01,969325.9651987674,,,0.0,0.12243407931613429,0.00018145538894480967,2
2024-11-02,964036.3300547891,,,0.0,0.11662953039576683,3.952578598364345e-05,2
2024-11-04,1000000.0,0.0,0.0,0.0,0.0,0.0,3
2024-11-05,1011587.1153595467,,,0.0,0.11609101647678041,0.0014335830804624934,3
2024-11-06,1021190.0979927338,,,0.0,0.1342169179065891,0.00829231784572346,3
2024-11-07,1047115.030955789,,,0.0,0.1375705364047123,0.0012185487307764683,3
2024-11-08,1043534.184688798,,,0.0,0.13657589272386642,5.0986718344604296e-05,3
2024-11-09,1054088.2578967717,,,0.0,0.13643958758644817,0.00012941016339969706,3
2024-11-10,1108931.7454596348,,,0.0,0.14915391081659754,0.004941328219607414,3
2024-11-11,1169806.131998483,,,0.0,0.16233556390321524,0.004412237209681553,3
2024-11-12,1326797.9709670912,,,0.0,0.22651420768182146,0.023252794359243326,3
2024-11-13,1300035.856761158,,,0.0,0.2279032177133003,0.0006461220016169589,3
2024-11-14,1457970.023694764,,,0.0,0.26611133373443185,0.009065329812954223,3
2024-11-15,1681490.2169922064,,,0.0,0.31831064885984267,0.010250636685854868,3
2024-11-16,2112511.0281821312,,,0.0,0.4333107844924224,0.020679479643553326,3
2024-11-17,1986992.9432444442,,,0.0,0.4455014748496304,0.0014309560344089951,3
2024-11-18,2098941.505486165,,,0.0,0.44568453570643624,0.00019301288359639706,3
2024-11-19,2073687.1160242283,,,0.0,0.4476522341884288,0.00026800692395851034,3
2024-11-20,2080848.8085582103,,,0.0,0.44674493478761734,8.819157774971426e-05,3
2024-11-21,2350166.1409545387,,,0.0,0.46064169556271645,0.001977325636446737,3
2024-11-22,2775344.518761478,,,0.0,0.49273810938227214,0.003901477281995368,3
2024-11-23,2767617.429448497,,,0.0,0.49426945460509675,0.0002420821596697496,3
2024-11-24,2700900.6095266636,,,0.0,0.48623658275687937,0.0005562796567584781,3
2024-11-25,2665280.612449752,,,0.0,0.49002666967590436,0.00040373607877090096,3
2024-11-26,2635503.048755827,,,0.0,0.4922590137896065,0.00034921843912126516,3
2024-11-27,2769690.550971492,,,0.0,0.49096388730816376,3.349801092763936e-05,3
2024-11-28,2906328.105896151,,,0.0,0.4904540934511126,2.1082128367300272e-05,3
2024-11-29,3393511.6637999355,,,0.0,0.5114395337580714,0.002537902573865113,3
2024-11-30,3677529.3124502273,,,0.0,0.5054836820476816,0.0002146875151599002,3
2024-12-01,4322835.502880617,,,0.0,0.5264443358965281,0.002325408256416368,3
2024-12-02,5134745.277522592,,,0.0,0.5460723347453164,0.0023767682182492893,3
2024-12-04,1000000.0,0.0,0.0,0.0,0.0,0.0,4
2024-12-05,1000000.0,,,0.0,0.5933656533830233,0.0011753632360045024,4
2024-12-06,1000000.0,,,0.0,0.5943065613186573,7.544881537542854e-05,4
2024-12-07,1036502.7745682881,,,0.0,0.5936559445365741,4.701948431224988e-05,4
2024-12-08,1033035.6639871777,,,0.0,0.5936359521701962,0.0003702938443190309,4
2024-12-09,878594.7031150569,,,0.0,0.6444010278423388,0.004411810650496306,4
2024-12-10,941538.6277698039,,,0.0,0.6449098289759061,3.754667147054843e-05,4
2024-12-11,950751.8710000255,,,0.0,0.6469812977265943,0.0001548463667861515,4
2024-12-12,928632.144796433,,,0.0,0.6438997405848786,0.00047279605422963667,4
2024-12-13,961712.4534635651,,,0.0,0.6386057062179777,7.663850699463045e-06,4
2024-12-14,953293.4553393971,,,0.0,0.6347713422995896,0.0002775503522115376,4
2024-12-15,971719.9417998403,,,0.0,0.6190487606646163,4.8664795789675896e-05,4
2024-12-16,986492.9007724372,,,0.0,0.5521591973945011,4.9675888313302177e-05,4
2024-12-17,1019533.4971842665,,,0.0,0.5400917051661855,1.5162213527395664e-06,4
2024-12-18,917473.00105638,,,0.0,0.5637538979455824,0.0022298389400843637,4
2024-12-19,889158.1630255695,,,0.0,0.5663572051545194,0.00039761743940963196,4
2024-12-20,905162.2019125494,,,0.0,0.565671838286198,9.67925075013402e-06,4
2024-12-21,888761.0404725428,,,0.0,0.552861834409308,0.00024054821560413948,4
2024-12-22,874901.4633719076,,,0.0,0.5157912590212332,0.00017662545947111905,4
2024-12-23,898172.8449792778,,,0.0,0.5153550548037822,1.4872449412012659e-05,4
2024-12-24,922834.1555222417,,,0.0,0.5127336522054142,1.4552212741135884e-05,4
2024-12-25,912310.4078670318,,,0.0,0.5125601458965492,0.0001282692706097266,4
2024-12-26,856157.2788690429,,,0.0,0.5210364959318275,0.0009055235702268035,4
2024-12-27,852464.0391258936,,,0.0,0.5198633011895331,6.30938427605253e-05,4
2024-12-28,867435.5593750038,,,0.0,0.5180536084053313,6.049225269638611e-07,4
2024-12-29,831654.8173472895,,,0.0,0.48325050450465445,0.00042325838813638065,4
2024-12-30,817556.9667148384,,,0.0,0.47398326112616085,9.33985678926792e-05,4
2024-12-31,827445.3182852056,,,0.0,0.42007996147947274,1.0503726930057963e-05,4
2025-01-01,926408.2584994831,,,0.0,0.3774357373864018,0.0030426723920106927,4
2025-01-02,954047.988190148,,,0.0,0.36693565616670115,0.0002886938429560632,4
2025-01-04,1000000.0,0.0,0.0,0.0,0.0,0.0,5
2025-01-05,1000000.0,,,0.0,0.34035554871070295,4.501120422778592e-05,5
2025-01-06,1008484.62744374,,,0.0,0.32665816713497947,1.8819405772109e-05,5
2025-01-07,946475.35224374,,,0.0,0.33509229171006955,0.001242801038182369,5
2025-01-08,988940.0373437401,,,0.0,0.28262462506130814,0.000758309950684384,5
2025-01-09,946892.0812437402,,,0.0,0.27392287839831475,0.0009588890446175342,5
2025-01-10,975729.7280437401,,,0.0,0.27636939885981665,0.0004726211642265282,5
2025-01-11,1073661.04304374,,,0.0,0.3012568456405593,0.004833737066096088,5
2025-01-12,1043739.9008437401,,,0.0,0.3010014087980351,0.00041513156700805743,5
2025-01-13,1051491.0602437402,,,0.0,0.30074454508029697,1.1663213187923839e-05,5
2025-01-14,1111541.7091437401,,,0.0,0.30767864669684464,0.001205386778147596,5
2025-01-15,1309738.0215437403,,,0.0,0.37630546140057014,0.011794997352588632,5
2025-01-16,1352327.72534374,,,0.0,0.3762073281522897,0.0001397303726829605,5
2025-01-17,1371955.66124374,,,0.0,0.34898559541020757,7.1492066579675115e-06,5
2025-01-18,1362579.2587437402,,,0.0,0.34541533870451496,0.00011951404712223107,5
2025-01-19,1232976.53974374,,,0.0,0.3708938644582005,0.0036536315933460997,5
2025-01-20,1294069.0111437403,,,0.0,0.37219377429914013,0.0004147805782434248,5
2025-01-21,1322614.94764374,,,0.0,0.3706141585578502,2.4867458078096662e-05,5
2025-01-22,1325323.68614374,,,0.0,0.37049701125130063,3.579861058329765e-05,5
2025-01-23,1299944.8900437402,,,0.0,0.37207443244297306,0.0002729424491231494,5
2025-01-24,1292235.40354374,,,0.0,0.3716044426326659,7.825383479888121e-05,5
2025-01-25,1295194.1794437403,,,0.0,0.35987029556744193,2.222278985693179e-05,5
2025-01-26,1259480.50414374,,,0.0,0.36286110447015607,0.00047943442948451045,5
2025-01-27,1273190.88824374,,,0.0,0.3628156574029512,1.0080553697229885e-06,5
2025-01-28,1274024.34624374,,,0.0,0.3565770711831074,3.9540800224246565e-05,5
2025-01-29,1278650.03814374,,,0.0,0.35464080133807724,3.079973909056014e-05,5
2025-01-30,1303362.0678437403,,,0.0,0.35467145992947535,6.385806625371945e-06,5
2025-01-31,1265231.36434374,,,0.0,0.33200478774729797,0.0005684076719682289,5
2025-02-01,1199263.1636437401,,,0.0,0.33968252609568383,0.001282270778399755,5
2025-02-02,1075161.2674437403,,,0.0,0.3657274128459275,0.003895105477352419,5
2025-02-04,1000000.0,0.0,0.0,0.0,0.0,0.0,6
2025-02-05,941980.8030429798,,,0.0,0.38592145366034286,0.0009567514142961016,6
2025-02-06,919825.9708048799,,,0.0,0.378932968336812,0.00014783416618195858,6
2025-02-07,948231.4863398798,,,0.0,0.3768151006832856,0.0002095758473249529,6
2025-02-08,957014.1830208399,,,0.0,0.3725663289015915,1.447957184878305e-05,6
2025-02-09,946649.1733694398,,,0.0,0.37132695623198064,5.430764093486746e-05,6
2025-02-10,958873.1484588,,,0.0,0.34966051068252796,3.096420361630744e-05,6
2025-02-11,954680.0685995498,,,0.0,0.3479705443472916,3.856673527749285e-06,6
2025-02-12,978530.0934340497,,,0.0,0.3492503059992532,0.000189296294773718,6
2025-02-13,1012734.3316947299,,,0.0,0.34458369091252716,0.0003557941571884023,6
2025-02-14,1083283.9093126198,,,0.0,0.27401219842188573,0.0015092485158133555,6
2025-02-15,1092563.53937326,,,0.0,0.2705437718054068,7.464023048216206e-05,6
2025-02-16,1079318.86416407,,,0.0,0.2695673307713693,2.8881082854752488e-05,6
2025-02-17,1052453.62434547,,,0.0,0.2706644338419877,0.00019409036376140493,6
2025-02-18,1014598.51188259,,,0.0,0.2488026891881663,0.00046384936762092124,6
2025-02-19,1081762.8379262697,,,0.0,0.25622867554147316,0.0031071413886857506,6
2025-02-20,1063097.99110557,,,0.0,0.2547044491436265,0.00012249903817748622,6
2025-02-21,1022696.4166258399,,,0.0,0.2588737956774567,0.0008240574099946139,6
2025-02-22,1023256.4525061899,,,0.0,0.2584817924780379,2.744393914875097e-05,6
2025-02-23,1023703.2401135899,,,0.0,0.2586100844523791,2.3718204322922922e-05,6
2025-02-24,905248.1640611799,,,0.0,0.29228047131661866,0.0066646179273739765,6
2025-02-25,922691.1266611798,,,0.0,0.29341615487854317,0.00035257715845570415,6
2025-02-26,873421.7106611799,,,0.0,0.29770675774351585,0.0008852420808458092,6
2025-02-27,873540.9108611799,,,0.0,0.2976779613201338,4.2235961307804726e-05,6
2025-02-28,852402.7420611801,,,0.0,0.29765385834841473,8.368823890232701e-05,6
2025-03-01,870799.30626118,,,0.0,0.2980323711775577,0.000437183300960254,6
2025-03-02,1168005.13826118,,,0.0,0.5280540483993432,0.05122137868296203,6
2025-03-04,1000000.0,0.0,0.0,0.0,0.0,0.0,7
2025-03-05,1018437.0285999901,,,0.0,0.5587407563606342,3.429985526994011e-05,7
2025-03-06,1059299.9506999901,,,0.0,0.5545344328673468,0.00018503395465562642,7
2025-03-07,971870.4084999901,,,0.0,0.5597315560090294,0.0008916998608854747,7
2025-03-08,947670.43269999,,,0.0,0.559838939265109,9.177472708661848e-05,7
2025-03-09,871322.3608999901,,,0.0,0.5680474232140753,0.0008183901522400775,7
2025-03-10,823615.00119999,,,0.0,0.5718131443282007,0.00033261898991137544,7
2025-03-11,884522.3476999901,,,0.0,0.5795558923121196,0.000661046258848598,7
2025-03-12,912429.7271999901,,,0.0,0.5806783858040737,0.00010856777724956186,7
2025-03-13,917766.7588999901,,,0.0,0.5806761785382214,2.9459116057575097e-06,7
2025-03-14,960014.8647999901,,,0.0,0.5826490968376788,0.0002208078183324077,7
2025-03-15,974151.8876999901,,,0.0,0.5813447392487331,1.837086038279596e-05,7
2025-03-16,934511.1865999901,,,0.0,0.5766750966210279,0.0001888360311710723,7
2025-03-17,952600.0573999902,,,0.0,0.5771655315518028,5.351505707750385e-05,7
2025-03-18,930966.7456999901,,,0.0,0.5776012879211926,4.584432708625699e-05,7
2025-03-19,1037625.8982999901,,,0.0,0.5947376387487762,0.0015113319222772995,7
2025-03-20,992485.2026999901,,,0.0,0.5955235703023397,0.00021473651749289463,7
2025-03-21,969996.3362999901,,,0.0,0.5899989473999616,6.16994280990709e-05,7
2025-03-22,966003.7476999902,,,0.0,0.5896085389791519,8.539695225290282e-07,7
2025-03-23,993788.9050999901,,,0.0,0.5881454088315956,9.222190295038072e-05,7
2025-03-24,998188.9006999901,,,0.0,0.5881546768242087,8.506665522062247e-07,7
2025-03-25,997822.2343999901,,,0.0,0.588159583470478,4.614555052359094e-07,7
2025-03-26,957163.0157999902,,,0.0,0.5714303043389056,0.00019089606078078277,7
2025-03-27,953740.7969999902,,,0.0,0.5711716696204221,6.7475562734456965e-06,7
2025-03-28,899270.4810999901,,,0.0,0.5717795321252028,0.00041199028494813235,7
2025-03-29,869855.6956999901,,,0.0,0.5735210255768283,0.0001454317235097413,7
2025-03-30,870589.02829999,,,0.0,0.5725246594301495,2.0348772455300024e-07,7
2025-03-31,851440.8992999902,,,0.0,0.5728292175403071,7.008755670432467e-05,7
2025-04-01,871322.3608999901,,,0.0,0.37329640383157325,5.3015420166407634e-05,7
2025-04-02,824470.55589999,,,0.0,0.30090204298664014,0.0005272325087171677,7
2025-04-04,1000000.0,0.0,0.0,0.0,0.0,0.0,8
2025-04-05,1000000.0,,,0.0,0.29672276508050394,4.826158859826879e-05,8
2025-04-06,1000000.0,,,0.0,0.30650595713475354,0.0040210991358957515,8
2025-04-07,1000000.0,,,0.0,0.30566813463789044,1.3240344389797228e-05,8
2025-04-08,1000000.0,,,0.0,0.2969342763971795,0.000910942057550859,8
2025-04-09,1000000.0,,,0.0,0.3419766408221251,0.009081729763928497,8
2025-04-10,1000000.0,,,0.0,0.3331777479141265,0.0006110986366127557,8
2025-04-11,1009552.6340875424,,,0.0,0.33275714564928477,0.00031796420997966273,8
2025-04-12,1009518.4411087066,,,0.0,0.3439037149640479,0.0016306035915198587,8
2025-04-13,1009518.4411087066,,,0.0,0.33937977228189986,0.00010523121025680812,8
2025-04-14,1009518.4411087066,,,0.0,0.3387710868428425,1.1765260703891035e-05,8
2025-04-15,996328.5485886497,,,0.0,0.3360638743728703,9.943265281594966e-05,8
2025-04-16,996189.5107232408,,,0.0,0.3349509552716897,8.89773482835779e-07,8
2025-04-17,992897.6690789175,,,0.0,0.33403816818053583,8.277371336628102e-06,8
2025-04-18,992855.6019256696,,,0.0,0.2984892393518143,5.655056141753984e-08,8
2025-04-19,992855.6019256696,,,0.0,0.2953809746580964,0.0001427172824583041,8
2025-04-20,991658.7460861702,,,0.0,0.2944324131630265,2.3510458685691914e-09,8
2025-04-21,993244.344547878,,,0.0,0.2945556586953829,2.0126130152954603e-05,8
2025-04-22,993195.0369295708,,,0.0,0.3029651885308255,0.0017837282865999127,8
2025-04-23,993195.0369295708,,,0.0,0.30289511522426166,7.4511708243083835e-06,8
2025-04-24,993195.0369295708,,,0.0,0.302918201616538,5.5365788148962634e-06,8
2025-04-25,993195.0369295708,,,0.0,0.29915067629413733,2.6843786435684363e-05,8
2025-04-26,995629.50092912,,,0.0,0.29923440405228113,1.5456174924199277e-05,8
2025-04-27,1003770.1664819375,,,0.0,0.2924542884833405,0.00034533858481015093,8
2025-04-28,1010094.2962318689,,,0.0,0.2898337040185649,0.0001314413194881382,8
2025-04-29,1010060.4499460603,,,0.0,0.2919178071146032,0.0003440169673087963,8
2025-04-30,1010060.4499460603,,,0.0,0.29179929200143595,0.00023790515993878114,8
2025-05-01,1010060.4499460603,,,0.0,0.2907342695189341,2.3389984976278463e-05,8
2025-05-02,1009931.9381436802,,,0.0,0.281843835912186,4.8744867272351214e-06,8
